id,ID-Cliente,Nro Llamadas,ID-Llegada
4829,387,4,405
4832,387,4,229
4836,388,7,298
4837,388,7,2805
4839,388,7,2699
4842,388,7,467
4846,388,7,3415
4851,388,7,68
4857,388,7,467
4864,389,6,2734
4865,389,6,3017
4867,389,6,222
4870,389,6,343
4874,389,6,3121
4879,389,6,2083
4885,390,6,3088
4886,390,6,123
4888,390,6,335
4891,390,6,338
4895,390,6,2945
4900,390,6,100
4906,391,4,117
4907,391,4,158
4909,391,4,2274
4912,391,4,198
4916,392,6,397
4917,392,6,2460
4919,392,6,176
4922,392,6,3115
4926,392,6,157
4931,392,6,230
4937,406,9,3456
4938,406,9,229
4940,406,9,340
4943,406,9,2943
4947,406,9,235
4952,406,9,2524
4958,406,9,210
4965,406,9,3294
4973,406,9,230
4982,407,9,215
4983,407,9,357
4985,407,9,359
4988,407,9,1
4992,407,9,2282
4997,407,9,490
5003,407,9,380
5010,407,9,372
5018,407,9,35
5027,408,7,3488
5028,408,7,350
5030,408,7,360
5033,408,7,3015
5037,408,7,3235
5042,408,7,331
5048,408,7,83
5055,409,10,61
5056,409,10,310
5058,409,10,2585
5061,409,10,166
5065,409,10,2
5070,409,10,211
5076,409,10,3496
5083,409,10,151
5091,409,10,47
5100,409,10,2014
5110,410,10,221
5111,410,10,3188
5113,410,10,41
5116,410,10,487
5120,410,10,2281
5125,410,10,2552
5131,410,10,2924
5138,410,10,120
5146,410,10,325
5155,410,10,228
5165,411,12,36
5166,411,12,385
5168,411,12,287
5171,411,12,323
5175,411,12,68
5180,411,12,125
5186,411,12,286
5193,411,12,2768
5201,411,12,278
5210,411,12,2828
5220,411,12,480
5231,411,12,2235
5243,497,21,301
5244,497,21,489
5246,497,21,44
5249,497,21,101
5253,497,21,2120
5258,497,21,2133
5264,497,21,296
5271,497,21,253
5279,497,21,473
5288,497,21,317
5298,497,21,2901
5309,497,21,3055
5321,497,21,3317
5334,497,21,345
5348,497,21,317
5363,497,21,318
5379,497,21,261
5396,497,21,2640
5414,497,21,106
5433,497,21,144
5453,497,21,408
5474,498,22,354
5475,498,22,63
5477,498,22,3212
5480,498,22,384
5484,498,22,70
5489,498,22,235
5495,498,22,2717
5502,498,22,46
5510,498,22,3340
5519,498,22,2917
5529,498,22,214
5540,498,22,116
5552,498,22,2542
5565,498,22,3438
5579,498,22,363
5594,498,22,2860
5610,498,22,3350
5627,498,22,2719
5645,498,22,2248
5664,498,22,2645
5684,498,22,267
5705,498,22,52
5727,501,3,631
5728,501,3,550
5730,501,3,3401
5733,502,1,836
5734,504,3,602
5735,504,3,743
5737,504,3,634
5740,505,3,844
5741,505,3,724
5743,505,3,750
5746,506,1,2483
5747,507,2,740
5748,507,2,3260
5750,508,3,584
5751,508,3,2131
5753,508,3,3039
5756,509,2,2621
5757,509,2,2501
5759,510,1,561
5760,511,1,2933
5761,512,2,2683
5762,512,2,510
5764,514,3,572
5765,514,3,810
5767,514,3,2208
5770,515,1,897
5771,519,1,2494
5772,521,2,519
5773,521,2,650
5775,522,1,956
5776,523,1,2751
5777,525,1,514
5778,526,3,982
5779,526,3,896
5781,526,3,558
5784,528,3,2693
5785,528,3,575
5787,528,3,2938
5790,529,3,2955
5791,529,3,587
5793,529,3,930
5796,530,2,2838
5797,530,2,3049
5799,531,3,776
5800,531,3,2562
5802,531,3,856
5805,532,2,2364
5806,532,2,2183
5808,533,3,608
5809,533,3,523
5811,533,3,632
5814,534,3,801
5815,534,3,964
5817,534,3,2907
5820,535,2,2432
5821,535,2,2064
5823,536,2,3018
5824,536,2,589
5826,537,1,603
5827,540,3,709
5828,540,3,891
5830,540,3,948
5833,541,2,2390
5834,541,2,2373
5836,543,1,2733
5837,544,3,3358
5838,544,3,3461
5840,544,3,512
5843,549,2,2501
5844,549,2,900
5846,550,2,2682
5847,550,2,897
5849,551,3,525
5850,551,3,2293
5852,551,3,843
5855,552,1,978
5856,553,3,3301
5857,553,3,3177
5859,553,3,2311
5862,556,1,896
5863,557,3,756
5864,557,3,2249
5866,557,3,703
5869,558,3,986
5870,558,3,569
5872,558,3,2843
5875,559,2,3317
5876,559,2,2722
5878,560,2,750
5879,560,2,2619
5881,561,2,3220
5882,561,2,2142
5884,562,3,2495
5885,562,3,604
5887,562,3,879
5890,563,2,816
5891,563,2,2947
5893,564,1,524
5894,565,3,3291
5895,565,3,560
5897,565,3,599
5900,567,1,2160
5901,568,3,2497
5902,568,3,630
5904,568,3,959
5907,569,2,829
5908,569,2,2601
5910,570,1,784
5911,571,1,775
5912,572,2,2961
5913,572,2,862
5915,573,3,2981
5916,573,3,2467
5918,573,3,2653
5921,574,2,898
5922,574,2,3067
5924,575,2,981
5925,575,2,896
5927,576,3,583
5928,576,3,809
5930,576,3,3283
5933,577,1,779
5934,578,1,550
5935,579,2,894
5936,579,2,3216
5938,580,3,758
5939,580,3,893
5941,580,3,913
5944,581,2,3496
5945,581,2,933
5947,582,1,773
5948,583,1,774
5949,584,3,974
5950,584,3,754
5952,584,3,3087
5955,585,3,2329
5956,585,3,967
5958,585,3,3139
5961,586,3,610
5962,586,3,2548
5964,586,3,918
5967,589,2,923
5968,589,2,709
5970,591,1,751
5971,593,2,3333
5972,593,2,824
5974,595,1,579
5975,596,2,2213
5976,596,2,801
5978,597,3,2205
5979,597,3,619
5981,597,3,912
5984,598,1,551
5985,599,3,553
5986,599,3,3183
5988,599,3,884
5991,601,1,635
5992,602,1,2025
5993,603,2,2280
5994,603,2,904
5996,604,2,841
5997,604,2,624
5999,605,1,779
6000,607,2,2060
6001,607,2,513
6003,609,3,959
6004,609,3,984
6006,609,3,527
6009,610,2,611
6010,610,2,3122
6012,611,2,829
6013,611,2,586
6015,613,2,2382
6016,613,2,506
6018,614,1,893
6019,615,3,3194
6020,615,3,3016
6022,615,3,708
6025,618,2,2511
6026,618,2,648
6028,620,2,980
6029,620,2,3026
6031,622,1,674
6032,624,1,631
6033,625,3,2911
6034,625,3,2126
6036,625,3,504
6039,626,2,572
6040,626,2,641
6042,627,1,619
6043,629,2,634
6044,629,2,2119
6046,630,1,3286
6047,631,1,2223
6048,632,2,602
6049,632,2,2088
6051,633,2,3089
6052,633,2,762
6054,634,3,2324
6055,634,3,968
6057,634,3,2040
6060,635,2,500
6061,635,2,547
6063,636,2,719
6064,636,2,925
6066,637,1,969
6067,639,1,870
6068,640,1,501
6069,642,3,3342
6070,642,3,993
6072,642,3,2586
6075,643,2,867
6076,643,2,773
6078,644,3,3357
6079,644,3,862
6081,644,3,3057
6084,645,2,2074
6085,645,2,3242
6087,646,2,2193
6088,646,2,2284
6090,648,3,3015
6091,648,3,928
6093,648,3,952
6096,649,1,780
6097,650,4,769
6098,650,4,2656
6100,650,4,2096
6103,650,4,772
6107,651,6,3348
6108,651,6,2935
6110,651,6,2504
6113,651,6,2774
6117,651,6,2962
6122,651,6,2906
6128,652,5,737
6129,652,5,514
6131,652,5,516
6134,652,5,2275
6138,652,5,686
6143,653,6,935
6144,653,6,758
6146,653,6,747
6149,653,6,648
6153,653,6,758
6158,653,6,742
6164,654,5,796
6165,654,5,2817
6167,654,5,2576
6170,654,5,2176
6174,654,5,2131
6179,655,6,2422
6180,655,6,878
6182,655,6,3295
6185,655,6,626
6189,655,6,734
6194,655,6,857
6200,656,4,3381
6201,656,4,569
6203,656,4,706
6206,656,4,2919
6210,657,5,913
6211,657,5,2308
6213,657,5,676
6216,657,5,791
6220,657,5,766
6225,658,7,626
6226,658,7,3118
6228,658,7,630
6231,658,7,779
6235,658,7,3119
6240,658,7,596
6246,658,7,2070
6253,659,7,2819
6254,659,7,851
6256,659,7,3372
6259,659,7,2138
6263,659,7,999
6268,659,7,598
6274,659,7,2267
6281,660,6,2553
6282,660,6,3150
6284,660,6,646
6287,660,6,2026
6291,660,6,982
6296,660,6,3257
6302,661,7,2272
6303,661,7,742
6305,661,7,987
6308,661,7,2235
6312,661,7,883
6317,661,7,788
6323,661,7,661
6330,662,6,871
6331,662,6,2175
6333,662,6,590
6336,662,6,529
6340,662,6,615
6345,662,6,791
6351,663,5,2202
6352,663,5,508
6354,663,5,2939
6357,663,5,734
6361,663,5,2351
6366,664,7,3487
6367,664,7,571
6369,664,7,781
6372,664,7,3435
6376,664,7,520
6381,664,7,2353
6387,664,7,993
6394,665,5,3137
6395,665,5,3065
6397,665,5,515
6400,665,5,784
6404,665,5,3376
6409,666,6,3189
6410,666,6,2509
6412,666,6,3428
6415,666,6,832
6419,666,6,2957
6424,666,6,977
6430,667,5,826
6431,667,5,3237
6433,667,5,585
6436,667,5,991
6440,667,5,2909
6445,668,7,756
6446,668,7,3054
6448,668,7,2375
6451,668,7,722
6455,668,7,938
6460,668,7,3114
6466,668,7,543
6473,669,7,2530
6474,669,7,3202
6476,669,7,503
6479,669,7,3262
6483,669,7,619
6488,669,7,2095
6494,669,7,3255
6501,670,6,2651
6502,670,6,2383
6504,670,6,678
6507,670,6,855
6511,670,6,2116
6516,670,6,2658
6522,671,6,974
6523,671,6,3089
6525,671,6,857
6528,671,6,570
6532,671,6,2742
6537,671,6,3229
6543,672,5,2961
6544,672,5,573
6546,672,5,913
6549,672,5,2844
6553,672,5,911
6558,673,6,604
6559,673,6,513
6561,673,6,605
6564,673,6,908
6568,673,6,780
6573,673,6,785
6579,674,5,2580
6580,674,5,895
6582,674,5,732
6585,674,5,2714
6589,674,5,532
6594,675,5,705
6595,675,5,857
6597,675,5,2259
6600,675,5,3315
6604,675,5,637
6609,676,4,621
6610,676,4,2945
6612,676,4,890
6615,676,4,960
6619,677,5,2944
6620,677,5,2171
6622,677,5,2318
6625,677,5,3178
6629,677,5,618
6634,678,4,641
6635,678,4,2241
6637,678,4,2445
6640,678,4,838
6644,679,7,2264
6645,679,7,581
6647,679,7,3240
6650,679,7,2512
6654,679,7,2542
6659,679,7,3452
6665,679,7,2572
6672,680,7,569
6673,680,7,815
6675,680,7,3394
6678,680,7,795
6682,680,7,2966
6687,680,7,729
6693,680,7,703
6700,681,5,2379
6701,681,5,3219
6703,681,5,2867
6706,681,5,535
6710,681,5,2003
6715,682,7,898
6716,682,7,861
6718,682,7,2426
6721,682,7,2909
6725,682,7,946
6730,682,7,960
6736,682,7,856
6743,683,6,2154
6744,683,6,676
6746,683,6,539
6749,683,6,2884
6753,683,6,2267
6758,683,6,827
6764,684,5,3420
6765,684,5,916
6767,684,5,572
6770,684,5,3197
6774,684,5,3086
6779,685,6,925
6780,685,6,3261
6782,685,6,672
6785,685,6,778
6789,685,6,970
6794,685,6,556
6800,686,5,3015
6801,686,5,2610
6803,686,5,3411
6806,686,5,998
6810,686,5,757
6815,687,6,657
6816,687,6,2870
6818,687,6,2304
6821,687,6,3252
6825,687,6,772
6830,687,6,652
6836,688,4,878
6837,688,4,2025
6839,688,4,516
6842,688,4,775
6846,689,4,674
6847,689,4,694
6849,689,4,2837
6852,689,4,558
6856,690,7,2560
6857,690,7,765
6859,690,7,2031
6862,690,7,3264
6866,690,7,593
6871,690,7,3303
6877,690,7,683
6884,691,7,823
6885,691,7,602
6887,691,7,541
6890,691,7,955
6894,691,7,3045
6899,691,7,3410
6905,691,7,599
6912,692,5,661
6913,692,5,841
6915,692,5,771
6918,692,5,3276
6922,692,5,700
6927,693,6,3281
6928,693,6,3483
6930,693,6,656
6933,693,6,760
6937,693,6,627
6942,693,6,650
6948,694,6,3368
6949,694,6,626
6951,694,6,684
6954,694,6,770
6958,694,6,2112
6963,694,6,3015
6969,695,6,837
6970,695,6,2597
6972,695,6,657
6975,695,6,701
6979,695,6,949
6984,695,6,3456
6990,696,7,682
6991,696,7,588
6993,696,7,2576
6996,696,7,2093
7000,696,7,3048
7005,696,7,2424
7011,696,7,943
7018,697,7,503
7019,697,7,715
7021,697,7,2061
7024,697,7,547
7028,697,7,2859
7033,697,7,3165
7039,697,7,913
7046,698,4,3447
7047,698,4,973
7049,698,4,2787
7052,698,4,579
7056,699,7,2193
7057,699,7,646
7059,699,7,2030
7062,699,7,2548
7066,699,7,2717
7071,699,7,3184
7077,699,7,992
7084,700,5,734
7085,700,5,964
7087,700,5,676
7090,700,5,3226
7094,700,5,2223
7099,701,6,2136
7100,701,6,625
7102,701,6,3216
7105,701,6,2502
7109,701,6,2260
7114,701,6,968
7120,702,7,800
7121,702,7,924
7123,702,7,728
7126,702,7,795
7130,702,7,616
7135,702,7,2740
7141,702,7,2964
7148,703,7,2518
7149,703,7,682
7151,703,7,820
7154,703,7,566
7158,703,7,2256
7163,703,7,816
7169,703,7,502
7176,704,6,545
7177,704,6,667
7179,704,6,2914
7182,704,6,988
7186,704,6,2587
7191,704,6,3165
7197,705,6,870
7198,705,6,541
7200,705,6,995
7203,705,6,975
7207,705,6,837
7212,705,6,2779
7218,706,5,3456
7219,706,5,615
7221,706,5,2790
7224,706,5,723
7228,706,5,2019
7233,707,7,827
7234,707,7,2820
7236,707,7,945
7239,707,7,529
7243,707,7,831
7248,707,7,2368
7254,707,7,637
7261,708,5,2547
7262,708,5,713
7264,708,5,984
7267,708,5,569
7271,708,5,878
7276,709,4,2980
7277,709,4,845
7279,709,4,948
7282,709,4,881
7286,710,7,613
7287,710,7,2018
7289,710,7,2385
7292,710,7,799
7296,710,7,2100
7301,710,7,808
7307,710,7,2100
7314,711,5,655
7315,711,5,2172
7317,711,5,2305
7320,711,5,591
7324,711,5,2308
7329,712,4,896
7330,712,4,923
7332,712,4,2204
7335,712,4,707
7339,713,5,728
7340,713,5,3362
7342,713,5,586
7345,713,5,632
7349,713,5,2750
7354,714,4,2162
7355,714,4,895
7357,714,4,3265
7360,714,4,2222
7364,715,5,552
7365,715,5,2863
7367,715,5,691
7370,715,5,795
7374,715,5,2096
7379,716,5,904
7380,716,5,518
7382,716,5,2260
7385,716,5,781
7389,716,5,3423
7394,717,7,946
7395,717,7,3368
7397,717,7,712
7400,717,7,2498
7404,717,7,2077
7409,717,7,3474
7415,717,7,2082
7422,718,6,947
7423,718,6,646
7425,718,6,607
7428,718,6,635
7432,718,6,785
7437,718,6,2855
7443,719,7,3317
7444,719,7,3173
7446,719,7,2721
7449,719,7,748
7453,719,7,765
7458,719,7,578
7464,719,7,933
7471,720,5,583
7472,720,5,3106
7474,720,5,622
7477,720,5,3129
7481,720,5,3371
7486,721,4,703
7487,721,4,2206
7489,721,4,639
7492,721,4,674
7496,722,6,2881
7497,722,6,2950
7499,722,6,2800
7502,722,6,894
7506,722,6,3060
7511,722,6,2002
7517,723,4,539
7518,723,4,2785
7520,723,4,2524
7523,723,4,2677
7527,724,6,729
7528,724,6,2814
7530,724,6,844
7533,724,6,706
7537,724,6,508
7542,724,6,599
7548,725,7,2804
7549,725,7,2910
7551,725,7,841
7554,725,7,965
7558,725,7,507
7563,725,7,2247
7569,725,7,2622
7576,726,5,626
7577,726,5,903
7579,726,5,2471
7582,726,5,734
7586,726,5,739
7591,727,6,2578
7592,727,6,3320
7594,727,6,2627
7597,727,6,2473
7601,727,6,733
7606,727,6,2145
7612,728,4,645
7613,728,4,2902
7615,728,4,906
7618,728,4,721
7622,729,5,728
7623,729,5,522
7625,729,5,565
7628,729,5,3328
7632,729,5,632
7637,730,7,2950
7638,730,7,3213
7640,730,7,996
7643,730,7,977
7647,730,7,921
7652,730,7,866
7658,730,7,2001
7665,731,7,2476
7666,731,7,858
7668,731,7,788
7671,731,7,3107
7675,731,7,656
7680,731,7,719
7686,731,7,762
7693,732,4,510
7694,732,4,563
7696,732,4,2034
7699,732,4,926
7703,733,7,644
7704,733,7,821
7706,733,7,990
7709,733,7,950
7713,733,7,2432
7718,733,7,765
7724,733,7,818
7731,734,5,2426
7732,734,5,3084
7734,734,5,754
7737,734,5,2745
7741,734,5,2316
7746,735,6,586
7747,735,6,764
7749,735,6,741
7752,735,6,776
7756,735,6,746
7761,735,6,850
7767,736,7,970
7768,736,7,2458
7770,736,7,2457
7773,736,7,945
7777,736,7,520
7782,736,7,750
7788,736,7,776
7795,737,4,3396
7796,737,4,3277
7798,737,4,2677
7801,737,4,2067
7805,738,6,732
7806,738,6,2769
7808,738,6,622
7811,738,6,2276
7815,738,6,642
7820,738,6,804
7826,739,6,749
7827,739,6,549
7829,739,6,3403
7832,739,6,500
7836,739,6,3158
7841,739,6,892
7847,740,5,695
7848,740,5,3197
7850,740,5,858
7853,740,5,2447
7857,740,5,606
7862,741,5,3229
7863,741,5,670
7865,741,5,760
7868,741,5,2897
7872,741,5,873
7877,742,7,509
7878,742,7,2730
7880,742,7,798
7883,742,7,598
7887,742,7,833
7892,742,7,3246
7898,742,7,2814
7905,743,6,2631
7906,743,6,564
7908,743,6,606
7911,743,6,585
7915,743,6,849
7920,743,6,952
7926,744,4,912
7927,744,4,2566
7929,744,4,731
7932,744,4,3128
7936,745,7,2349
7937,745,7,777
7939,745,7,2577
7942,745,7,986
7946,745,7,658
7951,745,7,744
7957,745,7,976
7964,746,6,918
7965,746,6,818
7967,746,6,504
7970,746,6,2995
7974,746,6,2312
7979,746,6,804
7985,747,7,935
7986,747,7,687
7988,747,7,3111
7991,747,7,2939
7995,747,7,660
8000,747,7,3426
8006,747,7,3218
8013,748,5,974
8014,748,5,2349
8016,748,5,2988
8019,748,5,2608
8023,748,5,2659
8028,749,5,2831
8029,749,5,2168
8031,749,5,2862
8034,749,5,964
8038,749,5,806
8043,750,6,3113
8044,750,6,600
8046,750,6,2017
8049,750,6,2905
8053,750,6,599
8058,750,6,678
8064,751,5,3399
8065,751,5,772
8067,751,5,914
8070,751,5,2059
8074,751,5,541
8079,752,5,2153
8080,752,5,646
8082,752,5,2863
8085,752,5,766
8089,752,5,3423
8094,753,6,2878
8095,753,6,2696
8097,753,6,2748
8100,753,6,591
8104,753,6,595
8109,753,6,3020
8115,754,4,2901
8116,754,4,799
8118,754,4,2209
8121,754,4,3180
8125,755,7,691
8126,755,7,578
8128,755,7,832
8131,755,7,3154
8135,755,7,631
8140,755,7,658
8146,755,7,599
8153,756,5,666
8154,756,5,744
8156,756,5,918
8159,756,5,740
8163,756,5,3282
8168,757,5,2922
8169,757,5,2279
8171,757,5,2434
8174,757,5,894
8178,757,5,601
8183,758,7,941
8184,758,7,635
8186,758,7,2585
8189,758,7,825
8193,758,7,582
8198,758,7,2728
8204,758,7,937
8211,759,5,2962
8212,759,5,999
8214,759,5,2571
8217,759,5,522
8221,759,5,2701
8226,760,6,2861
8227,760,6,2324
8229,760,6,2610
8232,760,6,621
8236,760,6,693
8241,760,6,754
8247,761,6,719
8248,761,6,2451
8250,761,6,3164
8253,761,6,2684
8257,761,6,921
8262,761,6,2386
8268,762,7,906
8269,762,7,2071
8271,762,7,3143
8274,762,7,956
8278,762,7,698
8283,762,7,846
8289,762,7,676
8296,763,7,2166
8297,763,7,659
8299,763,7,767
8302,763,7,842
8306,763,7,3340
8311,763,7,552
8317,763,7,640
8324,764,4,2929
8325,764,4,3222
8327,764,4,2395
8330,764,4,952
8334,765,5,803
8335,765,5,3307
8337,765,5,2952
8340,765,5,530
8344,765,5,871
8349,766,6,960
8350,766,6,968
8352,766,6,707
8355,766,6,849
8359,766,6,2626
8364,766,6,3393
8370,767,4,881
8371,767,4,3003
8373,767,4,3264
8376,767,4,755
8380,768,4,2234
8381,768,4,2055
8383,768,4,867
8386,768,4,794
8390,769,4,894
8391,769,4,601
8393,769,4,961
8396,769,4,833
8400,770,4,820
8401,770,4,3071
8403,770,4,2314
8406,770,4,3340
8410,771,4,2595
8411,771,4,2089
8413,771,4,957
8416,771,4,2858
8420,772,5,587
8421,772,5,501
8423,772,5,894
8426,772,5,658
8430,772,5,3135
8435,773,7,863
8436,773,7,597
8438,773,7,2072
8441,773,7,3026
8445,773,7,3274
8450,773,7,2857
8456,773,7,664
8463,774,7,730
8464,774,7,2197
8466,774,7,684
8469,774,7,605
8473,774,7,851
8478,774,7,2925
8484,774,7,2977
8491,775,7,595
8492,775,7,886
8494,775,7,771
8497,775,7,641
8501,775,7,506
8506,775,7,2013
8512,775,7,3005
8519,776,5,568
8520,776,5,658
8522,776,5,3346
8525,776,5,753
8529,776,5,796
8534,777,5,2824
8535,777,5,2420
8537,777,5,539
8540,777,5,570
8544,777,5,929
8549,778,6,3184
8550,778,6,506
8552,778,6,3484
8555,778,6,805
8559,778,6,571
8564,778,6,2682
8570,779,4,2835
8571,779,4,2324
8573,779,4,3092
8576,779,4,888
8580,780,6,3134
8581,780,6,3149
8583,780,6,786
8586,780,6,2140
8590,780,6,2894
8595,780,6,745
8601,781,7,2003
8602,781,7,2391
8604,781,7,909
8607,781,7,2542
8611,781,7,2241
8616,781,7,990
8622,781,7,2063
8629,782,6,3434
8630,782,6,2679
8632,782,6,730
8635,782,6,2800
8639,782,6,3360
8644,782,6,3268
8650,783,6,3080
8651,783,6,2779
8653,783,6,3133
8656,783,6,685
8660,783,6,2771
8665,783,6,2645
8671,784,7,3334
8672,784,7,3455
8674,784,7,626
8677,784,7,2654
8681,784,7,654
8686,784,7,2968
8692,784,7,542
8699,785,7,2362
8700,785,7,965
8702,785,7,2214
8705,785,7,936
8709,785,7,613
8714,785,7,996
8720,785,7,685
8727,786,7,3329
8728,786,7,2754
8730,786,7,520
8733,786,7,2859
8737,786,7,619
8742,786,7,873
8748,786,7,2986
8755,787,7,3155
8756,787,7,2779
8758,787,7,2212
8761,787,7,950
8765,787,7,606
8770,787,7,2366
8776,787,7,551
8783,788,6,793
8784,788,6,723
8786,788,6,2386
8789,788,6,2525
8793,788,6,2193
8798,788,6,636
8804,789,4,644
8805,789,4,780
8807,789,4,3177
8810,789,4,545
8814,790,6,800
8815,790,6,786
8817,790,6,961
8820,790,6,839
8824,790,6,2163
8829,790,6,808
8835,791,6,539
8836,791,6,870
8838,791,6,623
8841,791,6,837
8845,791,6,3221
8850,791,6,2078
8856,792,7,3260
8857,792,7,648
8859,792,7,515
8862,792,7,755
8866,792,7,885
8871,792,7,2599
8877,792,7,2684
8884,793,7,2864
8885,793,7,872
8887,793,7,2907
8890,793,7,636
8894,793,7,783
8899,793,7,822
8905,793,7,2962
8912,794,7,2757
8913,794,7,2238
8915,794,7,3406
8918,794,7,3493
8922,794,7,625
8927,794,7,3308
8933,794,7,3126
8940,795,7,2140
8941,795,7,2298
8943,795,7,709
8946,795,7,2796
8950,795,7,983
8955,795,7,3403
8961,795,7,713
8968,796,4,2226
8969,796,4,783
8971,796,4,3047
8974,796,4,2849
8978,797,5,2368
8979,797,5,2591
8981,797,5,921
8984,797,5,781
8988,797,5,957
8993,798,5,2868
8994,798,5,582
8996,798,5,3167
8999,798,5,641
9003,798,5,2141
9008,799,5,894
9009,799,5,3400
9011,799,5,3342
9014,799,5,2935
9018,799,5,2972
9023,800,4,2354
9024,800,4,3352
9026,800,4,2392
9029,800,4,2349
9033,801,7,633
9034,801,7,589
9036,801,7,3354
9039,801,7,852
9043,801,7,703
9048,801,7,3364
9054,801,7,2796
9061,802,6,985
9062,802,6,2962
9064,802,6,3279
9067,802,6,576
9071,802,6,2234
9076,802,6,2014
9082,803,7,758
9083,803,7,2719
9085,803,7,976
9088,803,7,721
9092,803,7,638
9097,803,7,3163
9103,803,7,2713
9110,804,7,772
9111,804,7,551
9113,804,7,785
9116,804,7,856
9120,804,7,3416
9125,804,7,3082
9131,804,7,869
9138,805,7,519
9139,805,7,2692
9141,805,7,606
9144,805,7,3247
9148,805,7,2325
9153,805,7,2773
9159,805,7,2972
9166,806,5,2244
9167,806,5,921
9169,806,5,675
9172,806,5,925
9176,806,5,603
9181,807,6,661
9182,807,6,517
9184,807,6,627
9187,807,6,2952
9191,807,6,888
9196,807,6,825
9202,808,4,3122
9203,808,4,703
9205,808,4,2969
9208,808,4,680
9212,809,5,3305
9213,809,5,2648
9215,809,5,607
9218,809,5,958
9222,809,5,2497
9227,810,4,2661
9228,810,4,592
9230,810,4,713
9233,810,4,675
9237,811,4,712
9238,811,4,2164
9240,811,4,632
9243,811,4,501
9247,812,4,2263
9248,812,4,779
9250,812,4,3056
9253,812,4,2692
9257,813,6,908
9258,813,6,3304
9260,813,6,539
9263,813,6,2753
9267,813,6,857
9272,813,6,2065
9278,814,5,653
9279,814,5,680
9281,814,5,2793
9284,814,5,657
9288,814,5,824
9293,815,4,2617
9294,815,4,942
9296,815,4,824
9299,815,4,2185
9303,816,7,935
9304,816,7,728
9306,816,7,3191
9309,816,7,914
9313,816,7,859
9318,816,7,795
9324,816,7,2546
9331,817,4,2207
9332,817,4,925
9334,817,4,888
9337,817,4,539
9341,818,4,3481
9342,818,4,2724
9344,818,4,790
9347,818,4,772
9351,819,4,2554
9352,819,4,599
9354,819,4,2764
9357,819,4,3384
9361,820,5,979
9362,820,5,3014
9364,820,5,2715
9367,820,5,905
9371,820,5,721
9376,821,4,654
9377,821,4,3324
9379,821,4,2012
9382,821,4,517
9386,822,5,828
9387,822,5,2802
9389,822,5,2412
9392,822,5,2182
9396,822,5,2874
9401,823,4,690
9402,823,4,996
9404,823,4,558
9407,823,4,767
9411,824,6,555
9412,824,6,2883
9414,824,6,973
9417,824,6,827
9421,824,6,2752
9426,824,6,759
9432,825,5,2151
9433,825,5,711
9435,825,5,2938
9438,825,5,541
9442,825,5,3300
9447,826,5,636
9448,826,5,995
9450,826,5,2922
9453,826,5,2035
9457,826,5,855
9462,827,4,608
9463,827,4,2616
9465,827,4,643
9468,827,4,598
9472,828,4,713
9473,828,4,2286
9475,828,4,732
9478,828,4,764
9482,829,7,2812
9483,829,7,3087
9485,829,7,501
9488,829,7,956
9492,829,7,3436
9497,829,7,2741
9503,829,7,659
9510,830,6,707
9511,830,6,630
9513,830,6,2696
9516,830,6,859
9520,830,6,917
9525,830,6,542
9531,831,6,750
9532,831,6,2424
9534,831,6,2022
9537,831,6,3096
9541,831,6,823
9546,831,6,2703
9552,832,4,892
9553,832,4,2101
9555,832,4,2923
9558,832,4,2603
9562,833,4,2036
9563,833,4,2166
9565,833,4,720
9568,833,4,642
9572,834,4,650
9573,834,4,3353
9575,834,4,3072
9578,834,4,3440
9582,835,5,756
9583,835,5,2002
9585,835,5,3411
9588,835,5,676
9592,835,5,2732
9597,836,7,650
9598,836,7,672
9600,836,7,2962
9603,836,7,2917
9607,836,7,850
9612,836,7,3413
9618,836,7,788
9625,837,6,2795
9626,837,6,770
9628,837,6,654
9631,837,6,743
9635,837,6,3191
9640,837,6,2014
9646,838,5,2629
9647,838,5,691
9649,838,5,714
9652,838,5,750
9656,838,5,3304
9661,839,4,626
9662,839,4,697
9664,839,4,3274
9667,839,4,851
9671,840,6,3371
9672,840,6,2631
9674,840,6,525
9677,840,6,3322
9681,840,6,901
9686,840,6,776
9692,841,6,773
9693,841,6,801
9695,841,6,986
9698,841,6,2220
9702,841,6,774
9707,841,6,608
9713,842,5,699
9714,842,5,2002
9716,842,5,917
9719,842,5,761
9723,842,5,524
9728,843,6,896
9729,843,6,3283
9731,843,6,2644
9734,843,6,3011
9738,843,6,2996
9743,843,6,821
9749,844,5,562
9750,844,5,2538
9752,844,5,3002
9755,844,5,603
9759,844,5,555
9764,845,6,678
9765,845,6,965
9767,845,6,3302
9770,845,6,3221
9774,845,6,803
9779,845,6,693
9785,846,5,3388
9786,846,5,2294
9788,846,5,510
9791,846,5,508
9795,846,5,3431
9800,847,4,2210
9801,847,4,534
9803,847,4,2445
9806,847,4,577
9810,848,4,3381
9811,848,4,2282
9813,848,4,665
9816,848,4,2124
9820,849,7,2829
9821,849,7,791
9823,849,7,966
9826,849,7,2944
9830,849,7,2914
9835,849,7,879
9841,849,7,2409
9848,850,6,2067
9849,850,6,2243
9851,850,6,612
9854,850,6,758
9858,850,6,840
9863,850,6,787
9869,851,5,3417
9870,851,5,2451
9872,851,5,726
9875,851,5,566
9879,851,5,3063
9884,852,7,3277
9885,852,7,692
9887,852,7,644
9890,852,7,621
9894,852,7,507
