"EdgeBetweenness","interaction","name","Nro Llamadas","selected","shared interaction","shared name"
"106984.42698090652","interacts with","1291 (interacts with) 1381","7","false","interacts with","1291 (interacts with) 1381"
"32535.525000000303","interacts with","1291 (interacts with) 2951","7","false","interacts with","1291 (interacts with) 2951"
"177285.1236631011","interacts with","1291 (interacts with) 1280","7","false","interacts with","1291 (interacts with) 1280"
"59448.48352699949","interacts with","1291 (interacts with) 1061","7","false","interacts with","1291 (interacts with) 1061"
"1686932.8563774244","interacts with","1291 (interacts with) 1417","7","false","interacts with","1291 (interacts with) 1417"
"131147.02777777647","interacts with","1485 (interacts with) 3096","11","false","interacts with","1485 (interacts with) 3096"
"870602.9382727524","interacts with","1485 (interacts with) 1235","11","false","interacts with","1485 (interacts with) 1235"
"232972.0","interacts with","1485 (interacts with) 2455","11","false","interacts with","1485 (interacts with) 2455"
"102325.9431623918","interacts with","1485 (interacts with) 2954","11","false","interacts with","1485 (interacts with) 2954"
"456498.7477036868","interacts with","1485 (interacts with) 1396","11","false","interacts with","1485 (interacts with) 1396"
"1076415.5610357886","interacts with","1485 (interacts with) 1318","11","false","interacts with","1485 (interacts with) 1318"
"1150484.9466711036","interacts with","1485 (interacts with) 1013","11","false","interacts with","1485 (interacts with) 1013"
"91170.89920634982","interacts with","1485 (interacts with) 2863","11","false","interacts with","1485 (interacts with) 2863"
"215920.170016337","interacts with","1485 (interacts with) 1083","11","false","interacts with","1485 (interacts with) 1083"
"232972.0","interacts with","1485 (interacts with) 2896","11","false","interacts with","1485 (interacts with) 2896"
"67067.55952380862","interacts with","1485 (interacts with) 1014","11","false","interacts with","1485 (interacts with) 1014"
"731958.8544139073","interacts with","1211 (interacts with) 1266","5","false","interacts with","1211 (interacts with) 1266"
"1425836.5195438848","interacts with","1211 (interacts with) 1323","5","false","interacts with","1211 (interacts with) 1323"
"98304.02037815184","interacts with","1211 (interacts with) 1132","5","false","interacts with","1211 (interacts with) 1132"
"54634.28809523875","interacts with","1211 (interacts with) 1151","5","false","interacts with","1211 (interacts with) 1151"
"1238675.5164829977","interacts with","1211 (interacts with) 1448","5","false","interacts with","1211 (interacts with) 1448"
"1392302.0395116918","interacts with","1090 (interacts with) 1291","3","false","interacts with","1090 (interacts with) 1291"
"539767.9710445048","interacts with","1090 (interacts with) 1485","3","false","interacts with","1090 (interacts with) 1485"
"282350.84775692155","interacts with","1090 (interacts with) 1211","3","false","interacts with","1090 (interacts with) 1211"
"232972.0","interacts with","1227 (interacts with) 2544","4","false","interacts with","1227 (interacts with) 2544"
"160314.7875735364","interacts with","1227 (interacts with) 3275","4","false","interacts with","1227 (interacts with) 3275"
"410928.7047263418","interacts with","1227 (interacts with) 1104","4","false","interacts with","1227 (interacts with) 1104"
"1762734.487613333","interacts with","1227 (interacts with) 1116","4","false","interacts with","1227 (interacts with) 1116"
"4508965.83855118","interacts with","1107 (interacts with) 1478","1","false","interacts with","1107 (interacts with) 1478"
"1329188.605697084","interacts with","1088 (interacts with) 1227","3","false","interacts with","1088 (interacts with) 1227"
"381421.1198690202","interacts with","1088 (interacts with) 1107","3","false","interacts with","1088 (interacts with) 1107"
"71973.50357142829","interacts with","1088 (interacts with) 3155","3","false","interacts with","1088 (interacts with) 3155"
"2461101.256900001","interacts with","1096 (interacts with) 1269","2","false","interacts with","1096 (interacts with) 1269"
"1142417.0594857736","interacts with","1096 (interacts with) 1281","2","false","interacts with","1096 (interacts with) 1281"
"9822.650000000003","interacts with","1086 (interacts with) 1011","3","false","interacts with","1086 (interacts with) 1011"
"1078406.35751936","interacts with","1086 (interacts with) 1096","3","false","interacts with","1086 (interacts with) 1096"
"232972.0","interacts with","1086 (interacts with) 3410","3","false","interacts with","1086 (interacts with) 3410"
"2638690.997648196","interacts with","1095 (interacts with) 1263","2","false","interacts with","1095 (interacts with) 1263"
"409654.5554649606","interacts with","1095 (interacts with) 1107","2","false","interacts with","1095 (interacts with) 1107"
"1197835.7261470445","interacts with","1084 (interacts with) 1095","1","false","interacts with","1084 (interacts with) 1095"
"233214.5","interacts with","1083 (interacts with) 2516","3","false","interacts with","1083 (interacts with) 2516"
"229943.94421101702","interacts with","1083 (interacts with) 2204","3","false","interacts with","1083 (interacts with) 2204"
"233391.0","interacts with","1083 (interacts with) 2760","3","false","interacts with","1083 (interacts with) 2760"
"2258711.5451631527","interacts with","1148 (interacts with) 1186","3","false","interacts with","1148 (interacts with) 1186"
"1055270.7499462434","interacts with","1148 (interacts with) 1381","3","false","interacts with","1148 (interacts with) 1381"
"1096194.8331908258","interacts with","1148 (interacts with) 1298","3","false","interacts with","1148 (interacts with) 1298"
"372678.3223053079","interacts with","1456 (interacts with) 1128","10","false","interacts with","1456 (interacts with) 1128"
"923087.0681008798","interacts with","1456 (interacts with) 1393","10","false","interacts with","1456 (interacts with) 1393"
"595927.4134987835","interacts with","1456 (interacts with) 1305","10","false","interacts with","1456 (interacts with) 1305"
"361823.1057622966","interacts with","1456 (interacts with) 1276","10","false","interacts with","1456 (interacts with) 1276"
"610305.131788913","interacts with","1456 (interacts with) 1478","10","false","interacts with","1456 (interacts with) 1478"
"98490.00238095137","interacts with","1456 (interacts with) 1162","10","false","interacts with","1456 (interacts with) 1162"
"231879.84285713898","interacts with","1456 (interacts with) 2783","10","false","interacts with","1456 (interacts with) 2783"
"105140.74062254255","interacts with","1456 (interacts with) 1117","10","false","interacts with","1456 (interacts with) 1117"
"481643.1630179001","interacts with","1456 (interacts with) 1364","10","false","interacts with","1456 (interacts with) 1364"
"5206055.863255351","interacts with","1456 (interacts with) 1466","10","false","interacts with","1456 (interacts with) 1466"
"414.0","interacts with","1081 (interacts with) 2945","2","false","interacts with","1081 (interacts with) 2945"
"414.0","interacts with","1081 (interacts with) 1166","2","false","interacts with","1081 (interacts with) 1166"
"201559.22214174387","interacts with","1431 (interacts with) 1208","9","false","interacts with","1431 (interacts with) 1208"
"232972.0","interacts with","1431 (interacts with) 3481","9","false","interacts with","1431 (interacts with) 3481"
"232972.0","interacts with","1431 (interacts with) 2120","9","false","interacts with","1431 (interacts with) 2120"
"142134.43852144427","interacts with","1431 (interacts with) 1064","9","false","interacts with","1431 (interacts with) 1064"
"4316425.517272317","interacts with","1431 (interacts with) 1342","9","false","interacts with","1431 (interacts with) 1342"
"1023712.2743596464","interacts with","1431 (interacts with) 1424","9","false","interacts with","1431 (interacts with) 1424"
"48157.749583749064","interacts with","1431 (interacts with) 1074","9","false","interacts with","1431 (interacts with) 1074"
"1099336.1345074254","interacts with","1431 (interacts with) 1415","9","false","interacts with","1431 (interacts with) 1415"
"542501.495131415","interacts with","1431 (interacts with) 1357","9","false","interacts with","1431 (interacts with) 1357"
"35371.71507936463","interacts with","1337 (interacts with) 1121","4","false","interacts with","1337 (interacts with) 1121"
"232972.0","interacts with","1337 (interacts with) 3284","4","false","interacts with","1337 (interacts with) 3284"
"209509.3929292929","interacts with","1337 (interacts with) 3276","4","false","interacts with","1337 (interacts with) 3276"
"1622818.9744890477","interacts with","1337 (interacts with) 1408","4","false","interacts with","1337 (interacts with) 1408"
"400733.374216133","interacts with","1140 (interacts with) 1227","3","false","interacts with","1140 (interacts with) 1227"
"185444.1732600724","interacts with","1140 (interacts with) 2883","3","false","interacts with","1140 (interacts with) 2883"
"2613486.381057511","interacts with","1140 (interacts with) 1462","3","false","interacts with","1140 (interacts with) 1462"
"3726765.825652025","interacts with","1079 (interacts with) 1431","3","false","interacts with","1079 (interacts with) 1431"
"433217.0346477148","interacts with","1079 (interacts with) 1337","3","false","interacts with","1079 (interacts with) 1337"
"768361.0976753819","interacts with","1079 (interacts with) 1140","3","false","interacts with","1079 (interacts with) 1140"
"1556372.2854448848","interacts with","1288 (interacts with) 1372","5","false","interacts with","1288 (interacts with) 1372"
"493037.0611044222","interacts with","1288 (interacts with) 1222","5","false","interacts with","1288 (interacts with) 1222"
"232972.0","interacts with","1288 (interacts with) 2859","5","false","interacts with","1288 (interacts with) 2859"
"85281.4389513265","interacts with","1288 (interacts with) 1005","5","false","interacts with","1288 (interacts with) 1005"
"795573.5092208398","interacts with","1288 (interacts with) 1383","5","false","interacts with","1288 (interacts with) 1383"
"232375.9999999976","interacts with","1381 (interacts with) 2168","7","false","interacts with","1381 (interacts with) 2168"
"393864.5691974726","interacts with","1381 (interacts with) 1319","7","false","interacts with","1381 (interacts with) 1319"
"362574.6038239567","interacts with","1381 (interacts with) 1237","7","false","interacts with","1381 (interacts with) 1237"
"678363.0419537207","interacts with","1381 (interacts with) 1096","7","false","interacts with","1381 (interacts with) 1096"
"232972.0","interacts with","1381 (interacts with) 2282","7","false","interacts with","1381 (interacts with) 2282"
"232972.0","interacts with","1381 (interacts with) 2714","7","false","interacts with","1381 (interacts with) 2714"
"3034029.524827233","interacts with","1381 (interacts with) 1050","7","false","interacts with","1381 (interacts with) 1050"
"89126.86552287581","interacts with","1078 (interacts with) 2885","3","false","interacts with","1078 (interacts with) 2885"
"680982.8857479399","interacts with","1078 (interacts with) 1288","3","false","interacts with","1078 (interacts with) 1288"
"1631393.199622215","interacts with","1078 (interacts with) 1381","3","false","interacts with","1078 (interacts with) 1381"
"30316.03809523833","interacts with","1420 (interacts with) 1040","12","false","interacts with","1420 (interacts with) 1040"
"529082.8346549349","interacts with","1420 (interacts with) 1331","12","false","interacts with","1420 (interacts with) 1331"
"232972.0","interacts with","1420 (interacts with) 3431","12","false","interacts with","1420 (interacts with) 3431"
"356822.03136259597","interacts with","1420 (interacts with) 1095","12","false","interacts with","1420 (interacts with) 1095"
"232972.0","interacts with","1420 (interacts with) 2380","12","false","interacts with","1420 (interacts with) 2380"
"929443.6799906343","interacts with","1420 (interacts with) 1332","12","false","interacts with","1420 (interacts with) 1332"
"218304.5888888892","interacts with","1420 (interacts with) 3199","12","false","interacts with","1420 (interacts with) 3199"
"64165.162265512845","interacts with","1420 (interacts with) 2572","12","false","interacts with","1420 (interacts with) 2572"
"130223.31807359448","interacts with","1420 (interacts with) 3051","12","false","interacts with","1420 (interacts with) 3051"
"1483952.845900394","interacts with","1420 (interacts with) 1406","12","false","interacts with","1420 (interacts with) 1406"
"738358.4604161128","interacts with","1420 (interacts with) 1253","12","false","interacts with","1420 (interacts with) 1253"
"150825.4106315245","interacts with","1420 (interacts with) 2128","12","false","interacts with","1420 (interacts with) 2128"
"224283.37460317233","interacts with","1076 (interacts with) 2718","2","false","interacts with","1076 (interacts with) 2718"
"1294263.070616722","interacts with","1076 (interacts with) 1420","2","false","interacts with","1076 (interacts with) 1420"
"1039885.519952973","interacts with","1486 (interacts with) 1323","8","false","interacts with","1486 (interacts with) 1323"
"113196.07157760664","interacts with","1486 (interacts with) 1164","8","false","interacts with","1486 (interacts with) 1164"
"232972.0","interacts with","1486 (interacts with) 3456","8","false","interacts with","1486 (interacts with) 3456"
"45387.20584415594","interacts with","1486 (interacts with) 1114","8","false","interacts with","1486 (interacts with) 1114"
"1191276.2208062399","interacts with","1486 (interacts with) 1461","8","false","interacts with","1486 (interacts with) 1461"
"4295557.991200683","interacts with","1486 (interacts with) 1285","8","false","interacts with","1486 (interacts with) 1285"
"699978.9928762545","interacts with","1486 (interacts with) 1475","8","false","interacts with","1486 (interacts with) 1475"
"5331867.69996126","interacts with","1486 (interacts with) 1395","8","false","interacts with","1486 (interacts with) 1395"
"61228.72738095304","interacts with","1384 (interacts with) 1161","5","false","interacts with","1384 (interacts with) 1161"
"1925109.4131813685","interacts with","1384 (interacts with) 1360","5","false","interacts with","1384 (interacts with) 1360"
"1051372.9635458423","interacts with","1384 (interacts with) 1241","5","false","interacts with","1384 (interacts with) 1241"
"232972.0","interacts with","1384 (interacts with) 2984","5","false","interacts with","1384 (interacts with) 2984"
"1035637.44401015","interacts with","1384 (interacts with) 1281","5","false","interacts with","1384 (interacts with) 1281"
"1587047.2428000073","interacts with","1075 (interacts with) 1486","3","false","interacts with","1075 (interacts with) 1486"
"25844.983333333057","interacts with","1075 (interacts with) 1040","3","false","interacts with","1075 (interacts with) 1040"
"988221.6926329503","interacts with","1075 (interacts with) 1384","3","false","interacts with","1075 (interacts with) 1384"
"80259.78293650811","interacts with","1346 (interacts with) 3495","5","false","interacts with","1346 (interacts with) 3495"
"801526.352252019","interacts with","1346 (interacts with) 1377","5","false","interacts with","1346 (interacts with) 1377"
"189233.69199706093","interacts with","1346 (interacts with) 1006","5","false","interacts with","1346 (interacts with) 1006"
"1009244.9127792096","interacts with","1346 (interacts with) 1280","5","false","interacts with","1346 (interacts with) 1280"
"4344288.514373347","interacts with","1346 (interacts with) 1367","5","false","interacts with","1346 (interacts with) 1367"
"1210583.2401903658","interacts with","1073 (interacts with) 1336","3","false","interacts with","1073 (interacts with) 1336"
"191148.20381562764","interacts with","1073 (interacts with) 2297","3","false","interacts with","1073 (interacts with) 2297"
"1160554.0143559012","interacts with","1073 (interacts with) 1346","3","false","interacts with","1073 (interacts with) 1346"
"835635.0884384649","interacts with","1269 (interacts with) 1377","7","false","interacts with","1269 (interacts with) 1377"
"1.0396007591267439E7","interacts with","1269 (interacts with) 1358","7","false","interacts with","1269 (interacts with) 1358"
"388113.2443381881","interacts with","1269 (interacts with) 1346","7","false","interacts with","1269 (interacts with) 1346"
"247251.87858807988","interacts with","1269 (interacts with) 1109","7","false","interacts with","1269 (interacts with) 1109"
"232972.0","interacts with","1269 (interacts with) 2440","7","false","interacts with","1269 (interacts with) 2440"
"1219330.8223304667","interacts with","1269 (interacts with) 1453","7","false","interacts with","1269 (interacts with) 1453"
"528492.687603819","interacts with","1269 (interacts with) 1048","7","false","interacts with","1269 (interacts with) 1048"
"54471.2636363639","interacts with","1450 (interacts with) 1062","9","false","interacts with","1450 (interacts with) 1062"
"609342.4012491676","interacts with","1450 (interacts with) 1322","9","false","interacts with","1450 (interacts with) 1322"
"207504.46011426486","interacts with","1450 (interacts with) 1039","9","false","interacts with","1450 (interacts with) 1039"
"45540.645634920416","interacts with","1450 (interacts with) 1125","9","false","interacts with","1450 (interacts with) 1125"
"168228.49657287158","interacts with","1450 (interacts with) 2498","9","false","interacts with","1450 (interacts with) 2498"
"44211.28208180726","interacts with","1450 (interacts with) 1067","9","false","interacts with","1450 (interacts with) 1067"
"232972.0","interacts with","1450 (interacts with) 3216","9","false","interacts with","1450 (interacts with) 3216"
"65384.47878787851","interacts with","1450 (interacts with) 3051","9","false","interacts with","1450 (interacts with) 3051"
"2358230.9865808897","interacts with","1450 (interacts with) 1481","9","false","interacts with","1450 (interacts with) 1481"
"2964635.6061834013","interacts with","1068 (interacts with) 1269","3","false","interacts with","1068 (interacts with) 1269"
"232972.0","interacts with","1068 (interacts with) 2548","3","false","interacts with","1068 (interacts with) 2548"
"836049.9724829344","interacts with","1068 (interacts with) 1450","3","false","interacts with","1068 (interacts with) 1450"
"52020.96468253941","interacts with","1388 (interacts with) 1103","4","false","interacts with","1388 (interacts with) 1103"
"1626030.9530765787","interacts with","1388 (interacts with) 1355","4","false","interacts with","1388 (interacts with) 1355"
"61651.39801587205","interacts with","1388 (interacts with) 1127","4","false","interacts with","1388 (interacts with) 1127"
"232972.0","interacts with","1388 (interacts with) 3346","4","false","interacts with","1388 (interacts with) 3346"
"990924.9924324309","interacts with","1309 (interacts with) 1304","7","false","interacts with","1309 (interacts with) 1304"
"366292.4676767633","interacts with","1309 (interacts with) 1184","7","false","interacts with","1309 (interacts with) 1184"
"253458.83181263253","interacts with","1309 (interacts with) 1129","7","false","interacts with","1309 (interacts with) 1129"
"181317.76717726793","interacts with","1309 (interacts with) 1183","7","false","interacts with","1309 (interacts with) 1183"
"203569.71428571307","interacts with","1309 (interacts with) 1023","7","false","interacts with","1309 (interacts with) 1023"
"2718901.80672146","interacts with","1309 (interacts with) 1445","7","false","interacts with","1309 (interacts with) 1445"
"346802.9122377627","interacts with","1309 (interacts with) 1266","7","false","interacts with","1309 (interacts with) 1266"
"187491.57336968638","interacts with","1066 (interacts with) 1388","2","false","interacts with","1066 (interacts with) 1388"
"1660392.5718707687","interacts with","1066 (interacts with) 1309","2","false","interacts with","1066 (interacts with) 1309"
"106922.31597291531","interacts with","1064 (interacts with) 1163","3","false","interacts with","1064 (interacts with) 1163"
"129962.9476190467","interacts with","1064 (interacts with) 2208","3","false","interacts with","1064 (interacts with) 2208"
"1868105.7359664943","interacts with","1064 (interacts with) 1231","3","false","interacts with","1064 (interacts with) 1231"
"35739.028571428535","interacts with","1252 (interacts with) 1040","7","false","interacts with","1252 (interacts with) 1040"
"548076.1022411812","interacts with","1252 (interacts with) 1302","7","false","interacts with","1252 (interacts with) 1302"
"401544.43595977704","interacts with","1252 (interacts with) 1356","7","false","interacts with","1252 (interacts with) 1356"
"37761.655952381196","interacts with","1252 (interacts with) 1118","7","false","interacts with","1252 (interacts with) 1118"
"227615.74444444763","interacts with","1252 (interacts with) 2676","7","false","interacts with","1252 (interacts with) 2676"
"7501398.431700488","interacts with","1252 (interacts with) 1467","7","false","interacts with","1252 (interacts with) 1467"
"140045.78499278548","interacts with","1252 (interacts with) 1053","7","false","interacts with","1252 (interacts with) 1053"
"2532022.448856667","interacts with","1063 (interacts with) 1252","2","false","interacts with","1063 (interacts with) 1252"
"60659.20595238018","interacts with","1063 (interacts with) 1072","2","false","interacts with","1063 (interacts with) 1072"
"233357.0","interacts with","1062 (interacts with) 3395","1","false","interacts with","1062 (interacts with) 3395"
"232972.0","interacts with","1443 (interacts with) 3170","8","false","interacts with","1443 (interacts with) 3170"
"66963.8642857136","interacts with","1443 (interacts with) 1011","8","false","interacts with","1443 (interacts with) 1011"
"4418532.200907549","interacts with","1443 (interacts with) 1462","8","false","interacts with","1443 (interacts with) 1462"
"0.0","interacts with","1443 (interacts with) 1443","8","false","interacts with","1443 (interacts with) 1443"
"3219367.401880343","interacts with","1443 (interacts with) 1265","8","false","interacts with","1443 (interacts with) 1265"
"232659.1999999962","interacts with","1443 (interacts with) 2164","8","false","interacts with","1443 (interacts with) 2164"
"190926.7043650806","interacts with","1443 (interacts with) 2332","8","false","interacts with","1443 (interacts with) 2332"
"72716.55152625177","interacts with","1443 (interacts with) 1067","8","false","interacts with","1443 (interacts with) 1067"
"2648534.9630677137","interacts with","1061 (interacts with) 1443","2","false","interacts with","1061 (interacts with) 1443"
"156321.30000000054","interacts with","1061 (interacts with) 2217","2","false","interacts with","1061 (interacts with) 2217"
"1643468.5729959516","interacts with","1176 (interacts with) 1300","7","false","interacts with","1176 (interacts with) 1300"
"611825.5953241275","interacts with","1176 (interacts with) 1317","7","false","interacts with","1176 (interacts with) 1317"
"258878.32746894733","interacts with","1176 (interacts with) 1327","7","false","interacts with","1176 (interacts with) 1327"
"205877.594926314","interacts with","1176 (interacts with) 1311","7","false","interacts with","1176 (interacts with) 1311"
"236383.39160839052","interacts with","1176 (interacts with) 1381","7","false","interacts with","1176 (interacts with) 1381"
"31681.932323232384","interacts with","1176 (interacts with) 1134","7","false","interacts with","1176 (interacts with) 1134"
"7573.009126984062","interacts with","1176 (interacts with) 1150","7","false","interacts with","1176 (interacts with) 1150"
"1757234.7508564827","interacts with","1060 (interacts with) 1176","1","false","interacts with","1060 (interacts with) 1176"
"88057.57380952437","interacts with","1059 (interacts with) 2074","1","false","interacts with","1059 (interacts with) 2074"
"1394660.2042844181","interacts with","1329 (interacts with) 1492","6","false","interacts with","1329 (interacts with) 1492"
"249271.58605722798","interacts with","1329 (interacts with) 1013","6","false","interacts with","1329 (interacts with) 1013"
"471510.6446456401","interacts with","1329 (interacts with) 1321","6","false","interacts with","1329 (interacts with) 1321"
"393346.348021425","interacts with","1329 (interacts with) 1312","6","false","interacts with","1329 (interacts with) 1312"
"232972.0","interacts with","1329 (interacts with) 3048","6","false","interacts with","1329 (interacts with) 3048"
"5013338.252488036","interacts with","1329 (interacts with) 1468","6","false","interacts with","1329 (interacts with) 1468"
"810467.8484075152","interacts with","1210 (interacts with) 1293","7","false","interacts with","1210 (interacts with) 1293"
"825219.1978832714","interacts with","1210 (interacts with) 1322","7","false","interacts with","1210 (interacts with) 1322"
"232972.0","interacts with","1210 (interacts with) 3301","7","false","interacts with","1210 (interacts with) 3301"
"1075226.3824850037","interacts with","1210 (interacts with) 1260","7","false","interacts with","1210 (interacts with) 1260"
"2871682.9084068066","interacts with","1210 (interacts with) 1289","7","false","interacts with","1210 (interacts with) 1289"
"154270.326190476","interacts with","1210 (interacts with) 2998","7","false","interacts with","1210 (interacts with) 2998"
"404523.8537711027","interacts with","1210 (interacts with) 1270","7","false","interacts with","1210 (interacts with) 1270"
"3786616.2443948686","interacts with","1336 (interacts with) 1465","5","false","interacts with","1336 (interacts with) 1465"
"687783.7008865915","interacts with","1336 (interacts with) 1075","5","false","interacts with","1336 (interacts with) 1075"
"161207.30340215322","interacts with","1336 (interacts with) 1032","5","false","interacts with","1336 (interacts with) 1032"
"39986.184848484874","interacts with","1336 (interacts with) 2581","5","false","interacts with","1336 (interacts with) 2581"
"313125.6485958857","interacts with","1336 (interacts with) 1117","5","false","interacts with","1336 (interacts with) 1117"
"1358634.9090817473","interacts with","1057 (interacts with) 1336","1","false","interacts with","1057 (interacts with) 1336"
"410010.6505137069","interacts with","1427 (interacts with) 1238","12","false","interacts with","1427 (interacts with) 1238"
"358366.0453001191","interacts with","1427 (interacts with) 1206","12","false","interacts with","1427 (interacts with) 1206"
"232972.0","interacts with","1427 (interacts with) 3053","12","false","interacts with","1427 (interacts with) 3053"
"70698.05634920669","interacts with","1427 (interacts with) 3227","12","false","interacts with","1427 (interacts with) 3227"
"451036.8431530363","interacts with","1427 (interacts with) 1482","12","false","interacts with","1427 (interacts with) 1482"
"70008.81666666592","interacts with","1427 (interacts with) 2878","12","false","interacts with","1427 (interacts with) 2878"
"99780.76265401288","interacts with","1427 (interacts with) 1051","12","false","interacts with","1427 (interacts with) 1051"
"100735.92321844882","interacts with","1427 (interacts with) 1249","12","false","interacts with","1427 (interacts with) 1249"
"335790.00424247584","interacts with","1427 (interacts with) 1441","12","false","interacts with","1427 (interacts with) 1441"
"2003202.5837686746","interacts with","1427 (interacts with) 1303","12","false","interacts with","1427 (interacts with) 1303"
"526640.502773572","interacts with","1427 (interacts with) 1343","12","false","interacts with","1427 (interacts with) 1343"
"634490.660766887","interacts with","1427 (interacts with) 1185","12","false","interacts with","1427 (interacts with) 1185"
"691608.7368918778","interacts with","1115 (interacts with) 1278","2","false","interacts with","1115 (interacts with) 1278"
"1711853.5964375972","interacts with","1115 (interacts with) 1186","2","false","interacts with","1115 (interacts with) 1186"
"1510959.2083367584","interacts with","1055 (interacts with) 1427","2","false","interacts with","1055 (interacts with) 1427"
"359577.61122766015","interacts with","1055 (interacts with) 1115","2","false","interacts with","1055 (interacts with) 1115"
"36162.71190476199","interacts with","1054 (interacts with) 1080","1","false","interacts with","1054 (interacts with) 1080"
"266511.811796533","interacts with","1255 (interacts with) 1015","5","false","interacts with","1255 (interacts with) 1015"
"3022776.7352896384","interacts with","1255 (interacts with) 1230","5","false","interacts with","1255 (interacts with) 1230"
"1656311.8516508157","interacts with","1255 (interacts with) 1489","5","false","interacts with","1255 (interacts with) 1489"
"124239.70962831017","interacts with","1255 (interacts with) 2599","5","false","interacts with","1255 (interacts with) 2599"
"184397.73515047133","interacts with","1255 (interacts with) 2156","5","false","interacts with","1255 (interacts with) 2156"
"1856969.6286294253","interacts with","1053 (interacts with) 1255","1","false","interacts with","1053 (interacts with) 1255"
"232972.0","interacts with","1247 (interacts with) 2318","6","false","interacts with","1247 (interacts with) 2318"
"638802.851418512","interacts with","1247 (interacts with) 1383","6","false","interacts with","1247 (interacts with) 1383"
"232972.0","interacts with","1247 (interacts with) 2066","6","false","interacts with","1247 (interacts with) 2066"
"533252.6819375078","interacts with","1247 (interacts with) 1343","6","false","interacts with","1247 (interacts with) 1343"
"869711.5928682471","interacts with","1247 (interacts with) 1148","6","false","interacts with","1247 (interacts with) 1148"
"232972.0","interacts with","1247 (interacts with) 2504","6","false","interacts with","1247 (interacts with) 2504"
"706559.2180458396","interacts with","1052 (interacts with) 1247","2","false","interacts with","1052 (interacts with) 1247"
"1201490.4088947573","interacts with","1052 (interacts with) 1045","2","false","interacts with","1052 (interacts with) 1045"
"348731.395790394","interacts with","1187 (interacts with) 1068","7","false","interacts with","1187 (interacts with) 1068"
"2452601.0249306518","interacts with","1187 (interacts with) 1481","7","false","interacts with","1187 (interacts with) 1481"
"464905.4416389156","interacts with","1187 (interacts with) 1302","7","false","interacts with","1187 (interacts with) 1302"
"175602.3388944404","interacts with","1187 (interacts with) 1249","7","false","interacts with","1187 (interacts with) 1249"
"232972.0","interacts with","1187 (interacts with) 2227","7","false","interacts with","1187 (interacts with) 2227"
"740386.9190503994","interacts with","1187 (interacts with) 1295","7","false","interacts with","1187 (interacts with) 1295"
"678972.7533650184","interacts with","1187 (interacts with) 1206","7","false","interacts with","1187 (interacts with) 1206"
"2618028.789953254","interacts with","1051 (interacts with) 1187","2","false","interacts with","1051 (interacts with) 1187"
"232972.0","interacts with","1051 (interacts with) 3324","2","false","interacts with","1051 (interacts with) 3324"
"232972.0","interacts with","1248 (interacts with) 3272","7","false","interacts with","1248 (interacts with) 3272"
"866369.6359668039","interacts with","1248 (interacts with) 1232","7","false","interacts with","1248 (interacts with) 1232"
"476020.57890997746","interacts with","1248 (interacts with) 1328","7","false","interacts with","1248 (interacts with) 1328"
"672862.1380482194","interacts with","1248 (interacts with) 1259","7","false","interacts with","1248 (interacts with) 1259"
"232972.0","interacts with","1248 (interacts with) 2813","7","false","interacts with","1248 (interacts with) 2813"
"56620.00043289977","interacts with","1248 (interacts with) 1170","7","false","interacts with","1248 (interacts with) 1170"
"1.4993024622200083E7","interacts with","1248 (interacts with) 1254","7","false","interacts with","1248 (interacts with) 1254"
"6846724.927322057","interacts with","1050 (interacts with) 1248","2","false","interacts with","1050 (interacts with) 1248"
"232972.0","interacts with","1050 (interacts with) 3010","2","false","interacts with","1050 (interacts with) 3010"
"219133.36428571463","interacts with","1479 (interacts with) 2118","11","false","interacts with","1479 (interacts with) 2118"
"471721.2731445796","interacts with","1479 (interacts with) 1303","11","false","interacts with","1479 (interacts with) 1303"
"755056.275933241","interacts with","1479 (interacts with) 1206","11","false","interacts with","1479 (interacts with) 1206"
"232972.0","interacts with","1479 (interacts with) 2416","11","false","interacts with","1479 (interacts with) 2416"
"1705034.6168517082","interacts with","1479 (interacts with) 1419","11","false","interacts with","1479 (interacts with) 1419"
"318308.47189526487","interacts with","1479 (interacts with) 1084","11","false","interacts with","1479 (interacts with) 1084"
"232972.0","interacts with","1479 (interacts with) 2094","11","false","interacts with","1479 (interacts with) 2094"
"465436.57540821243","interacts with","1479 (interacts with) 1409","11","false","interacts with","1479 (interacts with) 1409"
"0.0","interacts with","1479 (interacts with) 1479","11","false","interacts with","1479 (interacts with) 1479"
"232972.0","interacts with","1479 (interacts with) 2223","11","false","interacts with","1479 (interacts with) 2223"
"1.104481062563571E7","interacts with","1479 (interacts with) 1499","11","false","interacts with","1479 (interacts with) 1499"
"3203168.30880616","interacts with","1049 (interacts with) 1479","2","false","interacts with","1049 (interacts with) 1479"
"247236.27965367993","interacts with","1049 (interacts with) 1290","2","false","interacts with","1049 (interacts with) 1290"
"1800529.8741157218","interacts with","1404 (interacts with) 1329","11","false","interacts with","1404 (interacts with) 1329"
"486322.3034251601","interacts with","1404 (interacts with) 1068","11","false","interacts with","1404 (interacts with) 1068"
"872426.1748028668","interacts with","1404 (interacts with) 1433","11","false","interacts with","1404 (interacts with) 1433"
"710487.9192750046","interacts with","1404 (interacts with) 1341","11","false","interacts with","1404 (interacts with) 1341"
"34577.626674061314","interacts with","1404 (interacts with) 1160","11","false","interacts with","1404 (interacts with) 1160"
